full name,full name_label,alias,alias_label,account name,account name_label,social security number,social security number_label,national id number,national id number_label,passport number,passport number_label,drivers license number,drivers license number_label,government id number,government id number_label,certificate number,certificate number_label,medical record number,medical record number_label,bank account number,bank account number_label,credit card number,credit card number_label,debit card number,debit card number_label,email address,email address_label,phone number,phone number_label,fax number,fax number_label,physical address,physical address_label,geolocation data,geolocation data_label,ip address,ip address_label,device serial number,device serial number_label,mac address,mac address_label,Unnamed: 21,Unnamed: 21_label,Unnamed: 22,Unnamed: 22_label,Unnamed: 23,Unnamed: 23_label,Unnamed: 24,Unnamed: 24_label,Unnamed: 25,Unnamed: 25_label,Unnamed: 26,Unnamed: 26_label,Unnamed: 27,Unnamed: 27_label
John Williams,True,johnwilliams,False,John_10,False,9.01086E+11,False,FR72459715579,False,35NL0A,False,6V069890EC7V,False,redacted,False,CERT-2006-987512,True,MRN-7943364,True,3474 502405,True,**** **** **** 8560,True,masked: **** **** **** 5678,False,"""john.williams@7""@sample.co.uk",True,-2855,False,,False,"4333 3rd St, San Francisco, IL 87940, USA",True,Latitude: -80.336567; Longitude: 163.773767,True,1b53::ad3:5bab:fa7c:df57:16ff:f743,True,SN-6501214,True,2c86806ea4e4,False,,False,,False,,False,,False,,False,,False,,False
Linda D'Souza,True,lindadsouza_01,True,Linda_34,False,675 74 5169,True,NID-PB2HWRDL,False,NKBHJWNF9,False,ABSIMF8ICY,False,,False,CERT-2025-952701,True,MRN-8109305,True,951852557,True,3715590308196953,True,**** **** **** 7547,True,"""linda.dsouza@5""@testmail.com",True,(810) 681-1631 x18,True,,False,"9326 Pine Lane, Austin, TX 44753, USA",True,62.181338;-142.011795,True,127.0.0.1,True,05HJVXOVBK21,False,0ac0.9a3f.4f4e,False,,False,,False,,False,,False,,False,,False,,False
Emily Smith,True,emilysmith726,False,Emily Smith Account,True,Not Provided,False,8.16766E+11,False,510P2U7,False,942TR-,False,,False,CERT-2012-552049,True,MRN-4469399,True,4687 22037,True,5406138674857835,True,6267644943632703,True,EMILY.SMITH@company.org,True,(548) 618-7128 x643,True,,False,"8904 Main St, San Francisco, IL 34580, USA",True,Latitude: 59.93202; Longitude: 75.446081,True,109.210.104.48,True,,False,1613ba4d4029,False,,False,,False,,False,,False,,False,,False,,False
John O'Nguyen,True,johnonguyen_01,False,John_54,False,,False,FR10933465336,False,A8SHZQ,False,22CJG3AR,False,GOV-562250,True,CERT-2003-858695,True,MRN-9283397,True,5916983317,True,XXXX-XXXX-XXXX-0000,True,6271926026118685,True,"""JOHN.ONGUYEN@8""@MYDOMAIN.FR",True,+33 8 27 99 59,True,,False,"5013 2nd Ave, Austin, CA 74337, USA",True,POINT(166.231828 24.433184),True,3961:55a0:4c70:12e7:b54c:3d81::bc9e,True,,False,D5:F2:60:B9:3D:42,True,,False,,False,,False,,False,,False,,False,,False
Chris Moreau,True,chris85,False,Chris Moreau Account,True,606906114,True,6.70886E+11,False,680HNJ,False,X2UN7T6E,False,GOV-205639,True,CERT-2010-751452,True,MRN-3475601,True,95470060,True,4810795163521415,True,masked: **** **** **** 5678,False,CHRIS.MOREAU@company.org,True,-3615,False,,False,"6501 Sunset Blvd, Seattle, WA 34846, USA",True,POINT(-119.372961 -38.788241),True,127.0.0.1,True,,False,C8:CE:BA:98:25:4B,True,,False,,False,,False,,False,,False,,False,,False
Vishal García,True,vishalgarcía_dev,False,Vishal García Account,True,524743125,True,3.57319E+11,False,SZMW3Y60,False,IEP8AUWEQ9RW,True,,False,CERT-2005-943955,True,MRN-5133059,True,9050 417372,True,**** **** **** 6374,False,masked: **** **** **** 5678,False,vishal.garcía@service.net,True,-9380,False,-9121,False,"9014 2nd Ave, Austin, WA 68407, USA",True,"23.820454,-113.861965",True,f4dc:580:6b53:41b8:a8c:8f69:601b:,False,SN-4438168,True,06:95:38:66:3e:78,False,,False,,False,,False,,False,,False,,False,,False
Samantha Moreau,True,samanthamoreau,True,corp:Samantha Moreau,True,000-00-0000,False,5.55354E+11,False,SZG2X58,False,RGBT91,False,redacted,False,CERT-2002-547165,True,MRN-4262447,True,89974903043,True,XXXX-XXXX-XXXX-0000,True,6181275917003431,True,SAMANTHA.MOREAU@example.com,True,+33 1 72 23 41,True,(233) 569-3106 x181,True,"4339 Pine Lane, New York, TX 67375, USA",True,POINT(89.374602 80.321701),True,45ad:a1c5:d94d:3d66::d197:37a3:a016,True,,False,bc-1e-36-8a-9f-10,False,,False,,False,,False,,False,,False,,False,,False
Robert Williams,True,robertwilliams471,False,corp:Robert Williams,True,425934302,True,7.42718E+11,False,9YO6FHB,False,AII8KC4SVW,False,,False,CERT-2014-817726,True,MRN-7423935,True,3486965371,True,5105208983187308,True,6027590826800904,True,ROBERT.WILLIAMS@service.net,True,+33 8 56 67 89,True,,False,"7110 Main St, San Francisco, WA 47094, USA",True,POINT(-175.756595 -6.325747),True,127.0.0.1,True,,False,AD:02:AD:31:9B:AB,True,,False,,False,,False,,False,,False,,False,,False
Samantha O'Dupont,True,samanthaodupont,False,acct_Samantha_O'Dupont,False,351-64-1931,True,FR60098057836,False,I6U18R2,False,B5C1CB5RYGRP,False,redacted,False,CERT-2001-053354,True,MRN-7443687,True,4278 5314,True,XXXX-XXXX-XXXX-0000,True,masked: **** **** **** 5678,False,samantha_odupont.76@service.net,True,+33 6 33 19 72,True,+33 9 76 73 77,False,"2353 3rd St, Austin, IL 49201, USA",True,"-64.486225,-178.219119",True,:d40c:5720:ef50:76dd:dd14:8d1f:11c4,False,SN-9035492,True,61:7a:7b:0a:28:37,False,,False,,False,,False,,False,,False,,False,,False
Patricia Nguyen,True,patricianguyen,False,Patricia_40,False,037136402,True,NID-TMWD5RXA,False,PL6D3BI,False,RATMFBA34G,False,,False,CERT-2007-710598,True,MRN-2773765,True,21501343,True,XXXX-XXXX-XXXX-0000,True,**** **** **** 3296,False,patricia.nguyen@sub.testmail.com,True,-10453,False,-10364,False,"8936 3rd St, Chicago, TX 23949, USA",True,POINT(-112.192194 74.880321),True,151.22.30.171,True,NIV6142VSZX9,False,f5:54:9e:ec:0e:7b,True,,False,,False,,False,,False,,False,,False,,False
Anaïs Brown,True,anaïsbrown776,False,Anaïs_82,False,690 86 5008,True,NID-1ATN706K,True,B7UVLV1K,False,LYY-JNJU2K5P,False,,False,CERT-2022-868126,True,MRN-7047233,True,0395186956,True,4408833183801697,True,4016318520023919,True,"""anaïs.brown@1""@testmail.com",True,+33 6 87 12 41,False,,False,"103 Rue du Faubourg, Résidence Les Tilleuls 74000 Paris, France",True,"{""lat"": -22.280738, ""lon"": -56.608684}",True,76.158.122.66,True,64HXEUS5T1HH,False,1d:e7:05:44:f7:48,True,,False,,False,,False,,False,,False,,False,,False
Chris O'D'Souza,True,chriso73,False,acct_Chris_O'D'Souza,False,FR12134063680,True,4.71171E+11,False,HGRV05,False,320EVIR-ZBG4,False,,False,CERT-2025-099151,True,MRN-4517702,True,9933 57024,True,,False,**** **** **** 4528,False,chris.odsouza..x@mydomain.fr,True,-7991,False,+33 5 36 44 47,True,"1270 Oak Avenue, San Francisco, TX 54503, USA",True,Latitude: 13.655447; Longitude: -74.509988,True,999.999.999.999,True,H0R5LQYSL62L,False,68a56dfdbf3c,False,,False,,False,,False,,False,,False,,False,,False
Chris Smith,True,​chrissmith​,False,acct_Chris_Smith,False,NID-ZY26QKCD,False,4.24607E+11,False,U5448NY2,False,B4TGCXNR8GUA,False,,False,CERT-2007-597480,True,MRN-5602858,True,9408 593565,True,XXXX-XXXX-XXXX-0000,True,masked: **** **** **** 5678,False,"""chris.smith@4""@sample.co.uk",True,+33 2 35 96 87,True,,False,"1153 2nd Ave, Chicago, NY 66935, USA",True,POINT(-158.561716 -86.0822),True,127.0.0.1,True,SN-7675191,True,5B:C3:B2:60:6F:15,True,,False,,False,,False,,False,,False,,False,,False
Tom Williams,True,tomwi64,False,Tom Williams Account,True,Not Provided,False,NID-X6N33HKX,False,8Q79FTW,False,YVERUZ,False,,False,CERT-2009-453571,True,MRN-2390041,True,0417 7073,True,XXXX-XXXX-XXXX-0000,True,masked: **** **** **** 5678,False,tom.williams+135@testmail.com,True,-10223,False,-9044,False,"1336 Maple Drive, New York, TX 84384, USA",True,43.033625;-67.71958,True,f6a5:d113::2ba9:d986:72ed:1ded:b1ec,True,SN-1854803,True,f7-90-cf-05-38-f9,True,,False,,False,,False,,False,,False,,False,,False
DR. CHLOÉ MOREAU MARTIN O'CONNOR LECLERC MOREAU SMITH,True,chloémoreau76,True,Chloé_75,False,285043686,True,7.19503E+11,False,EUHR32,False,0R-FPZF0W20W,True,,False,CERT-2004-737294,True,MRN-9549029,True,9360 194127,True,**** **** **** 6373,True,**** **** **** 0549,False,DR.CHLOÉ.MOREAU.MARTIN.OCONNOR.LECLERC.MOREAU.SMITH@service.net,True,(876) 251-6796 x530,True,+33 2 17 30 52,True,"35 Rue de l'Église, 76266 Lyon, France",True,Latitude: 33.555724; Longitude: 22.878225,True,127.0.0.1,True,FSYHU3ACBEDC,True,a3-83-c8-e1-76-9e,True,,False,,False,,False,,False,,False,,False,,False
camille johnson,True,camillejohnson,False,corp:camille johnson,True,035 46 8250,True,NID-T78JUI0D,False,7XGGHU,False,4PO8WEU31S05,True,,False,CERT-2001-693129,True,MRN-9838319,True,457051557,True,XXXX-XXXX-XXXX-0000,True,**** **** **** 1856,True,camille.johnson@sample.co.uk,True,+33 4 54 61 38,True,,False,"49 Boulevard Saint-Germain, Bâtiment 5 42490 Marseille, France",True,Latitude: -10.254809; Longitude: -26.412362,True,36.47.99.38,True,D70L808UYSNT,False,19596b0a57b9,False,,False,,False,,False,,False,,False,,False,,False
Emily Williams,True,emilyw63,False,acct_Emily_Williams,False,000-00-0000,False,NID-OOMH5FQ3,False,WQEK9KSL,False,AL69EWLD,False,,False,CERT-2004-116039,True,MRN-8012696,True,9623838440,True,XXXX-XXXX-XXXX-0000,True,4048715905182378,True,emily.williams+263@service.net,True,+33 9 98 45 77,True,,False,"6634 2nd Ave, Austin, CA 67997, USA",True,POINT(82.660039 -19.12355),True,86d1:3502:4bc4::3614:ce:62cb:df6a,True,SN-3581182,True,a8f7e1bf43dc,False,,False,,False,,False,,False,,False,,False,,False
Ethan Schmidt,True,ethanschmidt430,False,acct_Ethan_Schmidt,False,XXX-XX-XXXX,True,4.99196E+11,False,QQ9GRTAAD,False,C2X0CJPHD1,False,GOV-427521,True,CERT-2014-806073,True,MRN-9682288,True,5906 77185,True,,False,4350642729904386,True,ethan.schmidt@sample.co.uk,True,+33 9 30 93 15,True,,False,"538 Sunset Blvd, New York, TX 18476, USA, near the big, old, oak tree, behind the museum",True,-84.687892;44.579773,True,4f38:1c60:dd29:c48b::def0:cfd8:a55c,True,,False,25ee06bb227a,False,,False,,False,,False,,False,,False,,False,,False
Tom Johnson,True,tomjohnson,False,Tom_17,False,NID-T9HIZ6H5,False,058899058081,True,EG00T0B,False,EKS121QJ,False,GOV-630286,True,CERT-2004-739931,True,MRN-6207498,True,65781304995,True,<script>alert('xss')</script>,False,masked: **** **** **** 5678,False,tom.johnson..x@mydomain.fr,True,-9486,False,,False,"1359 Elm St, New York, TX 54624, USA",True,Latitude: -44.222969; Longitude: 11.6724,True,b053:adad:f0cb:10c0:526e:44b6:916:,True,,False,8e-30-90-7e-25-0f,False,,False,,False,,False,,False,,False,,False,,False
anaïs garcía,True,anaïsgarcía,True,anaïs_42,False,805 75 2213,True,FR91782200810,True,UFU5UVG,False,C-Z2GA6AAQ,False,,False,CERT-2016-728377,True,MRN-4227496,True,8750310497,True,**** **** **** 5665,False,masked: **** **** **** 5678,False,"""anaïs.garcía@8""@testmail.com",True,(794) 980-1626 x598,True,(602) 610-4566 x17,True,"101 Place de la République, Bâtiment 1 26621 Paris, France",True,"-79.832446,3.750346",True,3758:2e49:68b1:ba57:640c::7e20:d4cb,True,,False,12:F2:2D:5D:C4:31,True,,False,,False,,False,,False,,False,,False,,False
OlIvIA willIams,False,oliviawilliams,False,OlIvIA willIams Account,False,000-00-0000,False,3.78866E+11,False,N5SN95P,False,UDUKHSAUAQ,False,,False,CERT-2024-436951,True,MRN-9629145,True,8955 713198,True,5961639525747779,True,masked: **** **** **** 5678,False,olivia.williams+625@testmail.com,True,-8906,False,,False,"9345 Main St, Austin, NY 76030, USA",True,"36.706672,33.988036",True,:f0fe:4ae7:f3c2:6174:ee1d:d98f:7ebe,True,3O6P1Y0B556U,False,1c:95:8e:ba:17:e3,True,,False,,False,,False,,False,,False,,False,,False
TOM MOREAU,True,tomm54,False,TOM_97,False,327967241,True,NID-PHZYA7H1,False,FVXY1F,False,SBR2WCCC,False,,False,CERT-2010-578810,True,MRN-8922706,True,42449663,True,4045398048867253,True,4688130384691282,True,"""tom.moreau@5""@service.net",True,+33 9 17 90 82,True,,False,"1541 3rd St, Austin, CA 46404, USA",True,POINT(117.712324 78.808101),True,e545:2cd5:d5b4:aa7a:12e3::8665:35a6,True,,False,82:f8:db:45:0a:60,True,,False,,False,,False,,False,,False,,False,,False
Claire-Brown,True,claire-brown,True,corp:Claire-Brown,True,835 78 0075,True,NID-ZR8AKP1I,False,HO67XM,False,HWRP-4,False,GOV-670611,True,CERT-2011-508232,True,MRN-1591066,True,0157997062,True,,False,4390390920056269,True,CLAIREBROWN@testmail.com,True,-5312,False,,False,"64 Place de la République, Bâtiment 1 71475 Marseille, France",True,Latitude: -25.018638; Longitude: -83.42441,True,127.0.0.1,True,,False,8f:ac:7c:fc:b8:13,True,,False,,False,,False,,False,,False,,False,,False
cHLOÉ johnson,True,chloéjohnson,True,cHLOÉ johnson Account,True,883321617,True,NID-8W4AMQAH,False,5ZF3BY,False,NCHGI2,False,,False,CERT-2002-696954,True,MRN-7203579,True,1147546624,True,XXXX-XXXX-XXXX-0000,True,**** **** **** 0787,True,chloé.johnson@sub.service.net,True,(490) 700-6020 x858,True,,False,"64 Boulevard Saint-Germain, Appartement 43 56970 Paris, France",True,"{""lat"": 60.49823, ""lon"": -49.387628}",True,127.0.0.1,True,,False,E5:89:09:B7:56:0A,True,,False,,False,,False,,False,,False,,False,,False
GRACE BROWN,True,gracebrown357,False,GRACE BROWN Account,False,Not Provided,False,NID-GP4A7W92,False,4KHOH19,False,IYD7AN2E,True,GOV-490464,True,CERT-2019-243150,True,MRN-8449883,True,481180829,True,,False,**** **** **** 7912,False,grace.brown@company.org,True,493.579.9476,True,,False,"4429 Maple Drive, Austin, IL 26643, USA",True,"{""lat"": 10.5985, ""lon"": 155.403951}",True,127.0.0.1,True,D1VIBVOY2HIB,False,11-b0-f4-0b-77-a0,True,,False,,False,,False,,False,,False,,False,,False
Patricia García,True,  patriciagarcía  ,False,corp:Patricia García,True,701367882,True,FR46964589244,False,RR5K3UF,False,T7-TBA-TYV,True,,False,CERT-2012-246025,True,MRN-8878073,True,1.91935E+11,False,XXXX-XXXX-XXXX-0000,True,masked: **** **** **** 5678,False,patricia.garcía@company.org,True,(902) 660-3630 x482,True,,False,"9369 2nd Ave, Chicago, WA 82916, USA",True,POINT(19.916112 80.416243),True,da4e:ce60:bb3:7831:d1ca:d8eb:fee:,True,Q8LSMXCD4ZG1,False,f4-fd-ef-83-47-8e,True,,False,,False,,False,,False,,False,,False,,False
Patricia Brown,True,patriciabrown,True,acct_Patricia_Brown,False,,False,6.72877E+11,False,BSBQEA3,True,#NAME?,False,GOV-578560,True,CERT-2005-442849,True,MRN-8149635,True,021737339,True,XXXX-XXXX-XXXX-0000,True,**** **** **** 9342,False,patricia.brown..y@example.com,True,-6401,False,,False,"8062 Oak Avenue, Chicago, IL 23879, USA",True,"-61.315167,99.7832",True,143.49.195.15,True,,False,C3:A6:17:86:8A:94,True,,False,,False,,False,,False,,False,,False,,False
Ethan Dupont,True,ethan64,False,acct_Ethan_Dupont,False,164-23-9065,True,3.09215E+11,False,LKVZID,False,0GA98CJW,False,GOV-614734,True,CERT-2025-073258,True,MRN-0637035,True,209225450,True,XXXX-XXXX-XXXX-0000,True,**** **** **** 7026,True,ethan.dupont+703@example.com,True,+33 1 25 89 79,False,+33 8 52 48 71,True,"8880 Main St, Chicago, NY 73532, USA",True,Latitude: -21.094394; Longitude: 3.787636,True,42.176.161.58,True,SN-4083390,True,ef29.2fe0.f2b0,False,,False,,False,,False,,False,,False,,False,,False
John Smith-Jones,True,johnsmi79,False,corp:John Smith-Jones,True,756217604,True,FR99824770751,True,7L6E18YAA,False,Z67EK5DTKXK8,False,,False,CERT-2012-338193,True,MRN-6817922,True,6.72602E+11,False,3740599743087809,True,masked: **** **** **** 5678,False,john.smithjones@company.org,True,+33 8 76 45 61,True,,False,"7357 3rd St, Chicago, TX 60619, USA",True,Latitude: 17.98177; Longitude: 71.269637,True,af96:401c:a1d7:afec:99f5:4ca4::ab0f,True,LD3KI04RC1BG,False,3574.53e0.77d0,False,,False,,False,,False,,False,,False,,False,,False
SAMANTHA JOHNSON,True,  samanthajohnson123  ,False,SAMANTHA JOHNSON Account,True,414-97-1077,True,FR74116028595,False,DQEWUK7,False,ODGZROBP,False,,False,CERT-2019-519054,True,MRN-4433294,True,09978442,True,XXXX-XXXX-XXXX-0000,True,**** **** **** 7848,False,samantha.johnson@service.net,True,-8104,False,,False,"9071 3rd St, Seattle, WA 38496, USA",True,24.416466;-15.937324,True,127.0.0.1,True,2BXBZIYNL2ZL,False,67:42:da:ab:e7:4e,True,,False,,False,,False,,False,,False,,False,,False
pAtrICia o'Connor,True,patriciaoconnor_01,True,corp:pAtrICia o'Connor,True,208-71-4554,True,NID-RX01E0Z3,False,AFVDRPRAF,False,LZXV3Y,False,,False,CERT-2014-388123,True,MRN-5732977,True,9078 16293096,True,,False,4960874961229832,True,patricia.oconnor@sub.testmail.com,True,-9446,False,,False,"262 Sunset Blvd, San Francisco, NY 38322, USA",True,"64.421169,81.656368",True,127.0.0.1,True,Y27ERB8K8LSZ,False,3C:7A:E6:28:D7:A6,True,,False,,False,,False,,False,,False,,False,,False
Robert Nguyen,True,robertnguyen_01,False,Robert Nguyen Account,True,000-00-0000,False,3.49228E+11,False,UV4ZRG,False,GN8XXPKN4X,False,,False,CERT-2019-519016,True,MRN-7525232,True,4829 4078,False,XXXX-XXXX-XXXX-0000,True,masked: **** **** **** 5678,False,robert.nguyen@sub.company.org,True,(965) 572-4199 x778,True,,False,"6283 Sunset Blvd
Apt 988, New York, NY 30079",True,POINT(-106.015428 67.818952),True,999.999.999.999,True,MQVECY7M7JJE,True,c1-07-9c-5e-f8-bf,True,,False,,False,,False,,False,,False,,False,,False
Anaïs Smith-Jones,True,anaïssmi41,False,Anaïs Smith-Jones Account,True,626220397,True,6.52726E+11,False,CLB9FTAER,False,YFPZC35J5KCS,False,GOV-482165,True,CERT-2022-747639,True,MRN-3533350,True,73092407413,True,,False,6146831465003949,True,ANAÏS.SMITHJONES@example.com,True,+33 2 72 54 14,True,,False,"206 Rue du Faubourg, Bâtiment 2 03461 Toulouse, France",True,88.48873;84.012681,True,:544f:533:48cc:1ca:83a1:f8eb:2921,False,,False,E0:97:AC:6F:20:97,True,,False,,False,,False,,False,,False,,False,,False
Bob Moreau,True,bobmoreau123,False,acct_Bob_Moreau,False,677-46-7112,True,4.64676E+11,False,7WVGQP7,False,UVJAPL80,False,GOV-453734,True,CERT-2017-799596,True,MRN-5283905,True,4540691438,True,5843155676959795,True,4651413430768320,True,bob.moreau@example.com,True,-6319,False,,False,"1955 3rd St, Austin, WA 28728, USA",True,POINT(86.560746 -78.231683),True,5755:ce3:e3f5:68f2:82bb::f684:7539,True,,False,cf-ce-76-f2-09-07,True,,False,,False,,False,,False,,False,,False,,False
Camille Dupont,True,camilledupont_01,False,Camille_53,False,000000000,True,FR39536982320,False,ODY59BE,False,Y5CFREJ9AQ,False,redacted,False,CERT-2003-930058,True,MRN-8362487,True,98436633756,True,3735777785929450,True,**** **** **** 3299,False,camille.dupont..x@example.com,True,(209) 724-7149 x327,True,,False,"235 Boulevard Saint-Germain, Appartement 14 01783 Nice, France",True,22.046735;-168.379696,True,5cfc:b7ca:15ea:21c5:ce9c::e588:ba98,True,7YNJ9EA5AVZD,False,f56b.913b.1acf,False,,False,,False,,False,,False,,False,,False,,False
Linda Smith,True,linda63,False,Linda Smith Account,True,,False,NID-HIBTVQBK,False,TN97IY2Z,True,HPYY5R8716,True,redacted,False,CERT-2019-913953,True,MRN-8639141,True,10954728740,True,**** **** **** 3997,False,4679746317718620,True,linda_smith_63@sample.co.uk,True,(504) 475-5070 x837,True,,False,"2162 Oak Avenue, San Francisco, TX 59845, USA",True,"72.909775,54.773803",True,7fc2:8263:53b8::c11:5367:99d:b5f0,True,SN-6391285,True,a1:44:99:07:8b:3e,True,,False,,False,,False,,False,,False,,False,,False
Michael Nguyen,True,michaelnguyen,False,Michael Nguyen Account,True,,False,FR46439442805,False,PAVMBCPRN,False,KYJBVXXW,False,redacted,False,CERT-2004-931254,True,MRN-9756578,True,89865984,True,XXXX-XXXX-XXXX-0000,True,4690743906484777,True,"""michael.nguyen@2""@testmail.com",True,(328) 643-2352 x654,True,+33 7 45 71 18,True,"9391 3rd St, New York, IL 33979, USA, near the big, old, oak tree, behind the museum",True,"-14.345996,-131.335877",True,176.98.5.167,True,EYF7OLFVKCD5,False,c4:c1:89:6b:13:c1,True,,False,,False,,False,,False,,False,,False,,False
Robert Leclerc,True,robertleclerc,False,Robert Leclerc Account,True,480455531,True,FR48088611258,False,FGI2GZ7,False,A-7G30,False,,False,CERT-2011-134947,True,MRN-2673711,True,7.73952E+11,False,XXXX-XXXX-XXXX-0000,True,masked: **** **** **** 5678,False,"""robert.leclerc@4""@company.org",True,-6117,False,-8658,False,"8795 Oak Avenue
Apt 417, Austin, IL 41642",True,Latitude: -38.511081; Longitude: -71.488332,True,136.120.154.134,True,,False,c1-47-e0-f4-69-72,True,,False,,False,,False,,False,,False,,False,,False
Théo O'Brown,True,théoo10,False,Théo O'Brown Account,True,030892290641,True,8.0598E+11,False,1KKN3Y,False,KHXREWE9D2AI,True,,False,CERT-2019-695367,True,MRN-2863583,True,38916190558,True,4296149909416798,True,**** **** **** 0807,False,théo.obrown..y@sample.co.uk,True,+33 1 99 98 80,False,-2976,False,"87 Rue de l'Église, Appartement 25 89812 Lyon, France",True,POINT(52.387783 -37.188501),True,263:4555:b09d:3b70::c94a:e59e:4728,True,SN-8129809,True,6c:aa:e1:43:0f:30,True,,False,,False,,False,,False,,False,,False,,False
Mathieu O'Moreau,True,mathieuomoreau,True,Mathieu O'Moreau Account,True,664-20-4732,True,3.60489E+11,False,F743YTU7D,False,MF0UKE2-CB,False,,False,CERT-2021-067934,True,MRN-0557402,True,2.3258E+11,False,**** **** **** 4438,False,masked: **** **** **** 5678,False,mathieu.omoreau..y@sample.co.uk,True,-2415,False,442.246.7645,True,"58 Rue de l'Église, Résidence Les Tilleuls 79004 Marseille, France",True,"{""lat"": -24.517692, ""lon"": 48.441331}",True,124f:bf83:d670:7370:7018:ab3f::b725,True,SN-7218217,True,b0:b8:fa:6a:67:01,True,,False,,False,,False,,False,,False,,False,,False
Chris Williams,True,  chriswilliams268  ,False,acct_Chris_Williams,False,000-00-0000,False,8.92824E+11,False,3XNYERA9M,False,3CDZPP,False,GOV-495017,True,CERT-2004-508722,True,MRN-5672617,True,5.22359E+11,False,**** **** **** 4151,False,6338789591905303,True,CHRIS.WILLIAMS@mydomain.fr,True,+33 5 60 97 68,False,-8515,False,"4406 Oak Avenue, Seattle, NY 58068, USA",True,Latitude: -21.451737; Longitude: -49.299222,True,35.71.234.217,True,,False,2449.d8d0.e4d7,False,,False,,False,,False,,False,,False,,False,,False
Mathieu Williams,True,mathieuwilliams,False,Mathieu_4,False,000-00-0000,False,FR07043105503,False,A12WHRHQ7,False,WEVZB-WH,False,,False,CERT-2014-497161,True,MRN-1538611,True,072508452,True,<script>alert('xss')</script>,False,4741594925434500,True,mathieu.williams@sub.mydomain.fr,True,-2184,False,,False,"117 Boulevard Saint-Germain, Bâtiment 5 59810 Toulouse, France",True,"{""lat"": 82.914867, ""lon"": 1.194121}",True,178.112.97.191,True,SN-2628856,True,e4:4d:a6:3b:47:c3,True,,False,,False,,False,,False,,False,,False,,False
Renée Smith,True,renéesmith970,False,corp:Renée Smith,True,484483333,True,FR01032082341,False,ZZFB5Z,False,TRDROSZE1J,True,,False,CERT-2014-723327,True,MRN-6105402,True,4.87614E+11,False,**** **** **** 7855,False,masked: **** **** **** 5678,False,renée.smith@sub.sample.co.uk,True,-8768,False,,False,"155 Boulevard Saint-Germain, 97081 Marseille, France",True,POINT(76.009653 -65.259723),True,143.114.39.89,True,SN-4378985,True,1f73.7a8d.a324,True,,False,,False,,False,,False,,False,,False,,False
Robert Smith,True,robertsmith,False,Robert_58,False,XXX-XX-XXXX,True,FR93975955364,False,ZW6MAE93Y,False,2DRP68VJ,False,redacted,False,CERT-2002-892642,True,MRN-4430299,True,57873781,True,,False,6621822479224767,True,robert.smith@company.org,True,-5894,False,,False,"1073 Oak Avenue, Chicago, IL 77881, USA",True,Latitude: 64.349026; Longitude: 161.507411,True,127.0.0.1,True,SN-6590960,True,c8:98:a0:7c:64:62,True,,False,,False,,False,,False,,False,,False,,False
CHRIS SMITH,True,chrissmith,False,corp:CHRIS SMITH,True,XXX-XX-XXXX,True,7.61681E+11,False,GHWRVI,False,4GYDEP,False,,False,CERT-2002-513913,True,MRN-9205948,True,3530532562,True,**** **** **** 4114,False,6103891667709525,True,chris.smith@testmail.com,True,+33 8 36 20 29,True,,False,"8510 Pine Lane, Chicago, NY 18067, USA
PO Box 9552",True,"3.690338,161.049237",True,6.178.60.237,True,SN-5593604,True,b79b.3745.6280,False,,False,,False,,False,,False,,False,,False,,False
PATRICIA D'SOUZA,True,patriciadsouza,False,PATRICIA_40,False,172806950,True,FR98020291726,False,PGSXYI,False,ODNDIREOBA,False,GOV-221181,True,CERT-2006-069114,True,MRN-4421437,True,35076499,True,**** **** **** 2255,False,4238143316166974,True,PATRICIA.DSOUZA@example.com,True,+33 6 92 57 76,True,+33 5 26 36 61,True,"5553 Pine Lane, Seattle, WA 47435, USA",True,43.338148;126.243331,True,127.0.0.1,True,,False,9d8e.191e.4ff9,False,,False,,False,,False,,False,,False,,False,,False
Olivia Martin,True,oliviamartin666,False,corp:Olivia Martin,True,,False,FR14876096737,False,LDXA1WC,False,#NAME?,False,,False,CERT-2002-108511,True,MRN-2089676,True,4310 7722,False,**** **** **** 0526,False,4522377504480638,True,olivia.martin+910@example.com,True,(594) 827-1570 x320,True,,False,"4318 Sunset Blvd, Chicago, CA 86939, USA",True,46.364836;-84.533808,True,159.212.234.237,True,VANU0KP2LRZR,False,0496b62c2b10,True,,False,,False,,False,,False,,False,,False,,False
Linda O'Moreau,True,lindaomoreau272,True,corp:Linda O'Moreau,True,180 81 2358,True,3.36983E+11,False,L2JRTVIL4,False,QIY5OI4LLJ,False,,False,CERT-2011-249680,True,MRN-0169932,True,81320723,True,4184655063698519,True,4644995143704345,True,linda.omoreau+95@company.org,True,(228) 438-5216 x455,True,-3850,False,"9682 Maple Drive, Chicago, WA 40986, USA",True,"{""lat"": -31.15297, ""lon"": 2.202018}",True,7.152.160.54,True,SN-6412759,True,b2-85-e4-2b-b7-85,True,,False,,False,,False,,False,,False,,False,,False
Léa leClerC,True,léaleclerc,False,Léa_1,False,000-00-0000,False,039726754576,True,MHNJ156,False,TMW8XG33,False,,False,CERT-2016-379556,True,MRN-9225437,True,0997 28554,True,XXXX-XXXX-XXXX-0000,True,4770354766307798,True,léa.leclerc+156@company.org,True,-7351,False,-2794,False,"150 Avenue des Champs-Élysées, Résidence Le Parc 89501 Paris, France",True,POINT(25.988385 -58.232769),True,62.246.96.178,True,SN-1468326,True,6b-7d-9d-d4-af-21,True,,False,,False,,False,,False,,False,,False,,False
